"Can not add tracking number.","Can not add tracking number."
"Can not delete tracking number.","Can not delete tracking number."
"Can not do credit memo for order","Can not do credit memo for order"
"Can not do invoice for order","Can not do invoice for order"
"Can not do shipment for order.","Can not do shipment for order."
"Can not initialize shipment for adding tracking number.","Can not initialize shipment for adding tracking number."
"Can not initialize shipment for delete tracking number.","Can not initialize shipment for delete tracking number."
"Can not load track with retrieving identifier.","Can not load track with retrieving identifier."
"Can not retrieve tracking number detail.","Can not retrieve tracking number detail."
"Can not save credit memo","Can not save credit memo"
"Can not save invoice","Can not save invoice"
"Can not save shipment.","Can not save shipment."
"Can not send shipment information.","Can not send shipment information."
"Can not update item qty","Can not update item qty"
"Can't delete design change","Nu se poate sterge schimbarea de design"
"Can't find email address.","Nu se gaseste adresa de email."
"Cancel","Cancel"
"Card Verification Number","Numar de verificare card"
"Catalog","Catalog"
"Catalog Rewrites","Catalog Rewrites"
"Catalog Rewrites was refreshed successfully","Catalog Rewrites was refreshed successfully"
"Catalog Rewrites were refreshed successfully","Catalog Rewrites were refreshed successfully"
"CatalogInventory Stock Status rebuild error. Please try again later","CatalogInventory Stock Status rebuild error. Please try again later"
"CatalogInventory Stock Status was rebuilt successfully","CatalogInventory Stock Status was rebuilt successfully"
"Category","Categorie"
"Category:","Category:"
"Changelog","Changelog"
"Channel","Canal"
"Channel:","Canal:"
"Checkbox","Checkbox"
"Choose Store View","Alege vitrina"
"Choose an attribute","Alege un atribut"
"Clear","Clear"
"Close","Close"
"Comment text field can not be empty.","Comment text field can not be empty."
"Comments History","Istoric comentarii"
"Complete","Finalizata"
"Configuration","Configuratie"
"Configuration successfully saved","Configuratia a fost salvata."
"Confirmed email:","Confirmed email:"
"Conflicts","Conflicte"
"Connect with the Magento Community","Conecteaza-te la Comunitatea Magento"
"Contents","Continut"
"Convert to Plain Text","Schimba in Plain Text"
"Cookie (Unsafe)","Cookie (Unsafe)"
"Country","Tara"
"Country:","Tara:"
"Coupon Code","Cod cupon"
"Coupons","Cupoane"
"Create","Creaza"
"Create DB Backup","Create DB Backup"
"Create Extension Package","Creaza pachet extensii"
"Create New Attribute","Creaza atribut"
"Create New Staging Store View","Create New Staging Store View"
"Create Urlrewrite:","Create Urlrewrite:"
"Create a backup","Create a backup"
"Created <strong>%s</strong> items","Created <strong>%s</strong> items"
"Created At","Creat la"
"Credit Card Number","Numar Card"
"Credit Card Number: xxxx-%s","Numar Card: xxxx-%s"
"Credit Card Type","Tip Card"
"Credit Card Type: %s","Tip Card: %s"
"Credit Memo #%s comment added","Comentariu pentru rambursare #%s a fost adaugat"
"Credit Memo #%s created","Rambursare #%s creata"
"Credit Memo History","Istoric rambursari"
"Credit Memo Totals","Totaluri rambursari"
"Credit Memo cancel error.","Credit Memo cancel error."
"Credit Memo total must be positive.","Credit Memo total must be positive."
"Credit Memo void error","Credit Memo void error"
"Credit Memo was successfully canceled.","Credit Memo was successfully canceled."
"Credit Memo was successfully created","Credit Memo was successfully created"
"Credit Memo was successfully voided","Credit Memo was successfully voided"
"Currency","Valuta"
"Currency Information","Informatii valuta"
"Currency Setup Section","Currency Setup Section"
"Current Configuration Scope:","Acoperire configuratie curenta:"
"Current Release Information","Informatii versiune curenta"
"Custom","Personalizat"
"Customer","Client"
"Customer Group:","Grup clienti:"
"Customer Name","Nume client"
"Customer Since:","Client din:"
"Customer was deleted","Clientul a fost sters"
"Customer was successfully saved","Clientul a fost salvat"
"Customer with the same email already exists.","Exista deja un client cu aceasta adresa de email."
"Customers","Clienti"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","Panou control"
"Data Format","Format data"
"Data transfer:","Transfer date:"
"Date","Date"
"Date & Time","Date & Time"
"Date Added","Adaugat la data"
"Date Updated","Actualizat la data"
"Date selection:","Date selection:"
"Date selector","Selector data"
"Date:","Data:"
"Day","Day"
"Decimal separator:","Decimal separator:"
"Default (Admin) Values","Valori standard (Admin)"
"Default Config","Configuratie standard"
"Default Template from Locale","Template standard"
"Default Values","Valori standard"
"Default display currency ""%s"" is not available in allowed currencies","Default display currency ""%s"" is not available in allowed currencies"
"Default scope","Acoperire standard"
"Delete","Sterge"
"Delete %s","Delete %s"
"Delete %s '%s'","Delete %s '%s'"
"Delete Profile","Sterge profil"
"Delete Role","Sterge drepturi"
"Delete Store View","Sterge vitrina"
"Delete Template","Sterge Template"
"Delete User","Sterge Utilizator"
"Delete Website","Sterge site"
"Dependencies","Dependente"
"Description","Descriere"
"Description:","Descriere:"
"Design","Design"
"Design Section","Design Section"
"Design change deleted","Schimbarea de design a fost stearsa."
"Design change saved","Schimbarea de design a fost salvata."
"Developer Section","Developer Section"
"Direction:","Directie:"
"Disable","Dezactiveaza"
"Disabled","Dezactivat"
"Discount Amount","Suma reducere"
"Display %s first","Display %s first"
"Display default currency","Arata valuta standard"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Done By:","Facut de:"
"Done by:","Facut de:"
"Download Remote File","Downloadeaza fisier remote"
"Download and Install","Downloadeaza si instaleaza"
"Downloading and installing $pkg, please wait...","Downloadez si instalez $pkg, asteapta..."
"Drag to move","Drag to move"
"Drop-down","Drop-down"
"Edit","Modifica"
"Edit Email Template","Modifica Template Email"
"Edit Poll","Modifica Chestionar"
"Edit Role","Modifica Drepturi"
"Edit Store View","Modifica vitrina"
"Edit System Template","Modifica Template Sistem"
"Edit Tag","Modifica eticheta"
"Edit Template","Modifica Template"
"Edit Urlrewrite","Edit Urlrewrite"
"Edit User","Modifica Utilizator"
"Edit User '%s'","Modifica Utilizator '%s'"
"Edit Website","Modifica site"
"Email","Email"
"Email Address:","Adresa mail:"
"Email Preview","Previzualizare mail"
"Email address is empty.","Adresa de email este goala."
"Email to a Friend","Email to a Friend"
"Email:","Email:"
"Enable","Activează"
"Enabled","Activat"
"Enclose Values In:","Enclose Values In:"
"Entity Type","Tip Entitate"
"Entity type:","Tip entitate:"
"Error uploading the file","Eroare la uploadarea fisierului"
"Error while cleared Image cache. Please try again later","Error while cleared Image cache. Please try again later"
"Error while create backup. Please try again later","Eroare la creare backup. Incercati mai tarziu"
"Error while deleting this role. Please try again later.","Eroare la stergerea drepturilor. Incercati mai tarziu."
"Error while deleting this set.","Eroare la stergerea setului."
"Error while finished process. Please refresh cache","Error while finished process. Please refresh cache"
"Error while refreshed Catalog Rewrites. Please try again later","Error while refreshed Catalog Rewrites. Please try again later"
"Error while refreshed Layered Navigation Indices. Please try again later","Error while refreshed Layered Navigation Indices. Please try again later"
"Error while saving account. Please check all required fields","Error while saving account. Please check all required fields"
"Error while saving account. Please try again later","Eroare la salvarea contului. Incercati mai tarziu."
"Error while saving this configuration: ","Eroare la salvarea configuratiei: "
"Error while saving this role. Please try again later.","Eroare la salvarea drepturilor. Incercati mai tarziu."
"Error while updating selected review(s). Please try again later.","Eroare la actualizarea parerilor. Incercati mai tarziu."
"Excl. Tax","Excl. Tax"
"Exclude","Exclude"
"Exclude (comma separated)","Exclude (separate de virgula)"
"Expiration Date","Data expirarii"
"Expiration Date: %s/%s","Data Expirarii: %s/%s"
"Export","Exporta"
"Export CSV","Exporta CSV"
"Export Filters","Exporta Filtre"
"Export to:","Exporta in:"
"Export:","Exporta:"
"Extension","Extensie"
"Extension Name","Nume Extensie"
"Extensions","Extensii"
"FTP Host[:Port]","FTP Host[:Port]"
"Failed to add a product to cart by id ""%s""","Failed to add a product to cart by id ""%s"""
"Failed to load %1$s.xml or %1$s.ser","Failed to load %1$s.xml or %1$s.ser"
"Field","Field"
"Field Mapping","Mapare camp"
"File","File"
"File Information","Informatii fisier"
"File name:","Nume fisier:"
"File size should be more than 0 bytes","Marimea fisierului trebuie sa fie mai mare de 0 bytes."
"Final Price","Pret final"
"Finished items creation.","Finished items creation."
"Finished profile execution.","Executia profilului s-a terminat."
"First Name","Prenume"
"First Name:","Prenume:"
"Firstname","Prenume"
"Fixed","Fixed"
"Flat Catalog Category rebuild error","Flat Catalog Category rebuild error"
"Flat Catalog Category was rebuilt successfully","Flat Catalog Category was rebuilt successfully"
"Flat Catalog Product rebuild error. Please try again later","Flat Catalog Product rebuild error. Please try again later"
"Flat Catalog Product was rebuilt successfully","Flat Catalog Product was rebuilt successfully"
"For category","For category"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"Forgot your password?","Ai uitat parola?"
"Forgot your user name or password?","Ai uitat numele sau parola?"
"From","De la"
"Gb","Gb"
"General Information","Informatii generale"
"General Section","General Section"
"Get Image Base64","Get Image Base64"
"Get help for this page","Gaseste ajutor pentru pagina aceasta"
"Global Attribute","Atribut global"
"Global Record Search","Cautare globala"
"Global Search","Global Search"
"Go Today","Go Today"
"Google Base","Google Base"
"Google Base Items","Google Base Items"
"Grand Total","Total general"
"Grid (default) / List","Tabel (standard) / Lista"
"Grid only","Doar tabel"
"Group:","Grup:"
"Guest","Vizitator neinregistrat"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Ajutati-ne daca descoperiti erori - Raporteaza toate erorile"
"Home","Home"
"ID","ID"
"ID Path","ID Path"
"IP Address","IP Address"
"Ignore","Ignora"
"Image cache was cleared successfully","Image cache was cleared successfully"
"Images","Imagini"
"Images (.gif, .jpg, .png)","Imagini (.gif, .jpg, .png)"
"Images Cache","Images Cache"
"Import","Import"
"Import Service","Serviciul Import"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Avansat"
"Import/Export Profile","Profil Import/Export"
"Imported <strong>%s</strong> records","<strong>%s</strong> inregistrari importate"
"In","In"
"In Database:","In baza de date:"
"In File:","In Fisier:"
"Inactive","Inactiv"
"Incl. Tax","Incl. Tax"
"Include","Include"
"Incoming Message","Incoming Message"
"Individual Item","Articol individual"
"Install","Instaleaza"
"Install Package File","Instaleaza pachet"
"Installed As","Instalat ca"
"Installed Extension Info","Informatii extensie instalata"
"Installed Version","Versiune instalata"
"Installing $pkg, please wait...","Se instaleaza $pkg, asteapta..."
"Installing selected packages, please wait...","Se instaleaza pachetele selectate, asteapta..."
"Instant Payment Notification (IPN)","Notificare de plata instant (IPN)"
"Interactive","Interactiv"
"Interface Locale: %s","Limba pt interfata: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Serviciu de import specificat este nevalid"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)"
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid URL","URL nevalid"
"Invalid Username or Password.","Parola sau utilizator nevalid."
"Invalid directory: %s","Folder nevalid: %s"
"Invalid file: %s","Fisier nevalid: %s"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid input:","Invalid input:"
"Invalid parrent block for this block","Invalid parrent block for this block"
"Invalid section value","Invalid section value"
"Invalid store value","Invalid store value"
"Invalid website value","Invalid website value"
"Inventory Stock Status","Inventory Stock Status"
"Invoice #%s comment added","Comentariu adaugat la factura #%s"
"Invoice #%s created","A fost creata factura #%s"
"Invoice History","Istoric facturi"
"Invoice Totals","Totaluri facturi"
"Invoice and shipment was successfully created.","Invoice and shipment was successfully created."
"Invoice cancel error.","Invoice cancel error."
"Invoice capture error","Invoice capture error"
"Invoice void error","Invoice void error"
"Invoice was successfully canceled.","Invoice was successfully canceled."
"Invoice was successfully captured","Invoice was successfully captured"
"Invoice was successfully created.","Invoice was successfully created."
"Invoice was successfully voided","Invoice was successfully voided"
"Issue Number","Issue Number"
"Issuer: %s","Issuer: %s"
"Items","Articole"
"Items to merge","Items to merge"
"Kb","Kb"
"Last 24 hours","Ultimele 24 ore"
"Last 5 Orders","Ultimele 5 comenzi"
"Last 5 Search Terms","Ultimele 5 cautari"
"Last 7 days","Ultimele 7 zile"
"Last Logged In (%s):","Last Logged In (%s):"
"Last Logged In:","Ultima data logat:"
"Last Month","Ultima luna"
"Last Name","Nume"
"Last Name:","Nume:"
"Lastname","Nume"
"Latest Message:","Latest Message:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices was refreshed successfully","Layered Navigation Indices was refreshed successfully"
"Layered Navigation Indices were refreshed successfully","Layered Navigation Indices were refreshed successfully"
"Layered Navigation indexing queue cancelled","Layered Navigation indexing queue cancelled"
"Layered Navigation indexing queued","Layered Navigation indexing queued"
"Layered Navigation process queued to be killed","Layered Navigation process queued to be killed"
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Level","Nivel"
"License","Licenta"
"License URI","Licenta URI"
"License:","Licenta:"
"Lifetime Sales","Vanzari totale"
"Links","Links"
"List (default) / Grid","Lista (standard) / Tabel"
"List only","doar lista"
"Load Template","Incarca Template"
"Load default template","Incarca template standard"
"Load local Package","Load local Package"
"Loading...","Se incarca..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Limba"
"Log Out","Log Out"
"Log in to Admin Panel","Log in to Admin Panel"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Logged in as %s","Logat ca %s"
"Login","Login"
"MAJOR","MAJOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc."
"Maintainers","Maintainers"
"Manage Currency Rates","Cursuri valutare"
"Manage Customers","Clienti"
"Manage Installed Extensions","Extensii instalate"
"Manage Ratings","Evaluari"
"Manage Stores","Magazine"
"Manage osCommerce Orders","Manage osCommerce Orders"
"Manage osCommerce Profiles","Manage osCommerce Profiles"
"Mapping Configuration","Mapping Configuration"
"Matched expression","Matched expression"
"Max","Max"
"Maximum","Maximum"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Merge Now","Merge Now"
"Messages Inbox","Messages Inbox"
"Min","Min"
"Minimum","Minimum"
"Module version conflict!","Module version conflict!"
"Month","Month"
"Most Viewed Products","Cele mai vizualizate"
"Multiple Select","Multiple Select"
"My Account","Contul meu"
"N/A","N/A"
"NOTICE","NOTICE"
"Name","Nume"
"Name on Card","Nume pe card"
"Name on the Card: %s","Numele de pe card: %s"
"Name:","Nume:"
"New Accounts","Conturi noi"
"New Api Key","New Api Key"
"New Customers","Clienti noi"
"New Email Template","Template email nou"
"New Extension","Extensie noua"
"New Item Type","New Item Type"
"New Password","Parola noua"
"New Profile","Profil nou"
"New Store View","Vitrina noua"
"New System Template","Template nou de sistem"
"New Tag","Eticheta noua"
"New Template","Template nou"
"New User","Utilizator nou"
"New Website","Website nou"
"New admin password","Parola admin noua"
"Next month (hold for menu)","Next month (hold for menu)"
"Next page","Pagina urmatoare"
"Next year (hold for menu)","Next year (hold for menu)"
"No","Nu"
"No (price without tax)","Nu (pret fara TVA)"
"No Data Found","Nu exista date"
"No Extensions Found","Nu exista extensii"
"No Templates Found","Nu exista template-uri"
"No change","No change"
"No profile","Niciun profil"
"No profile loaded...","Niciun profil incarcat..."
"No records found for this period.","Nicio inregistrare gasita pt aceasta perioada."
"No records found.","Nicio inregistrare."
"No search keywords.","Niciun cuvant cheie."
"No search modules registered","Niciun modul de cautare inregistrat"
"None","Nimic"
"Note:","Note:"
"Notes","Note"
"Notes:","Note:"
"Number of Orders","Numar comenzi"
"Number of Use","Numar de utilizari"
"Number of Uses","Numar de utilizari"
"Number of records:","Number of records:"
"Old rate:","Cota veche:"
"One of options row has error","One of options row has error"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Doar atribute cu acoperire ""Globala"", de tip ""Dropdown"" si Foloseste la crearea de produse configurabile ""Da"" sunt disponibile."
"Only mapped fields","Doar campuri mapate"
"Optional","Optional"
"Options","Optiuni"
"Order #%s","Comanda #%s"
"Order #%s (%s)","Comanda #%s (%s)"
"Order Totals","Totaluri comanda"
"Order confirmation email not sent","Email de confirmare a comenzii netrimis."
"Order confirmation email sent","Email de confirmare a comenzii trimis."
"Order not longer exist","Order not longer exist"
"Order not longer exist.","Order not longer exist."
"Orders","Comenzi"
"Original Magento attribute names in first row:","Nume atribut Magento original pe primul rand:"
"PEAR Configuration was successfully saved","Configuratie PEAR salvata cu succes."
"PEAR Console","Consola PEAR"
"PEAR config","Config PEAR"
"PHP Version","PHP Version"
"Package","Pachet"
"Package %s data was successfully loaded","Datele pachetului %s incarcate cu succes."
"Package Extensions","Pachet extensii"
"Package File Name","Package File Name"
"Package Info","Info pachet"
"Package Information","Informatii pachet"
"Packages","Pachete"
"Page","Pagina"
"Parent Product Thumbnail","Thumbnail produs parinte"
"Passive mode","Mod pasiv"
"Password","Password"
"Password Confirmation","Confirmare parola"
"Password:","Parola:"
"Path","Calea"
"Path:","Calea:"
"PayPal Email","PayPal Email"
"Payment Data Transfer (PDT)","Payment Data Transfer (PDT)"
"Payment method must be specified","Metoda de plata trebuie specificata."
"Pending Tags","Etichete in asteptare"
"Pending installation...","Instalare in asteptare..."
"Per Item","Pe Articol"
"Per Order","Pe Comanda"
"Percent","Percent"
"Performed At","Executat la"
"Period","Perioada"
"Permanent (301)","Permanent (301)"
"Permissions","Permisiuni"
"Personal Information","Informatii personale"
"Phone:","Tel:"
"Please confirm site switching. All data that hasn't been saved will be lost.","Confirma schimbarea site-ului. Toate datele nesalvate se vor pierde."
"Please enter 6 or more characters.","Introdu 6 sau mai multe caractere."
"Please enter a number greater than 0 in this field.","Introdu un numar mai mare ca 0 in acest camp."
"Please enter a valid $ amount. For example $100.00.","Introdu o suma corecta. De exemplu 100.00 lei."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Introdu un URL corect. De exemplu http://www.example.com sau www.example.com"
"Please enter a valid URL. http:// is required","Introdu un URL corect. http:// e necesar"
"Please enter a valid credit card number.","Introdu un numar de card corect."
"Please enter a valid date.","Introdu o data corecta."
"Please enter a valid email address. For example johndoe@domain.com.","Introdu o adresa de mail corecta. De exemplu johndoe@domain.com."
"Please enter a valid number in this field.","Introdu un numar corect in acest camp."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Introdu un numar de telefon corect. De exemplu 0234123456 sau 0740123456."
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid value from list","Introdu o valoare corecta din lista"
"Please enter a valid value, ex: 10,20,30","Introdu o valoare corecta, ex: 10,20,30"
"Please enter a valid zip code.","Introdu un cod postal corect."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Please enter a valid zip code. For example 90602 or 90602-1234."
"Please enter valid password.","Introdu parola corecta."
"Please fill in 'email' field.","Completeaza campul 'email'."
"Please make sure that all global admin search modules are installed and activated.","Verifica sa fie instalate si activate toate modulele de cautare globala din admin."
"Please make sure that your changes were saved before running the profile.","Verifica sa fie salvate modificarile inainte de a executa profilul."
"Please make sure your passwords match.","Verifica potrivirea parolelor."
"Please select State/Province.","Alege judetul."
"Please select a custmer","Alege un client"
"Please select a store","Alege un magazin"
"Please select an option.","Alege o optiune."
"Please select catalog searches","Alege cautarile din catalog"
"Please select customer(s)","Alege client(i)"
"Please select one of the above options.","Alege una din optiunile de mai sus."
"Please select one of the options.","Alege una din optiunile."
"Please select review(s)","Alege parere(i)"
"Please select tag(s)","Alege etichete"
"Please specify admin custom URL","Please specify admin custom URL"
"Please specify at least start or end date.","Specifica macar data de inceput sau sfarsit."
"Please use in this field only ""a-z,0-9,_"".","In acest camp numai ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Doar litere (a-z) in acest camp."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Doar numere in acest camp. Evita folosirea spatiilor, punctelor sau virgulelor."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Doar litere (a-z) sau numere (0-9) in acest camp. Spatiile sau caracterele speciale nu sunt acceptate."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Doar litere (a-z) sau numere (0-9) sau spatii si # in acest camp."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Formatul datei: zz/ll/aaaa. De exemplu 17/03/2008 pentru 17 martie 2008."
"Please wait, loading...","Asteapta, se incarca..."
"Please wait...","Asteapta..."
"Please, add a few answers to this poll first","Adauga raspunsuri la chestionar."
"Please, select a store view","Please, select a store view"
"Please, select visible in stores to this poll first","Alege vizibil in magazin pentru acest chestionar."
"Poll Manager","Chestionare"
"Poll was successfully deleted","Chestionarul a fost sters."
"Poll was successfully saved","Chestionarul a fost salvat."
